ID,Type,Message,Medical_severity
23677,train,Malian troops reinforced army checkpoints with sandbags and heavy machine-guns and stepped patrols.,0
23679,test,"They have suffered from many different diseases, especially digestive ailments such as diarrhoea, due to contaminated water.",1
23681,train,These were deployed in teams of five persons to provide minor surgical and primary healthcare in the area of destroyed rural health facilities.,0
23683,train,"Mobile teams have vaccinated 100,000 children against measles and polio, while UNICEF has dispatched today basic medicines for up to 500,000 people along with 977 newborn kits.",0
23687,train,"In addition, numerous other facilities including roads, bridges, electricity transmission systems, irrigation systems, were destroyed or damaged.",0
23709,test,"The government said over 2,000 medical teams were trying to contain the spread of diseases such as diarrhoea, amid reports that hundreds of people have fallen ill after drinking floodwater or eating rotten food.",1
23720,train,"Another consignment of supplies was sent on 23 November, via the same Termez-Hairatan corridor with 500 bags of detergent soap powder (10kgs); 200 rolls of all-purpose rope; 5,000 Cooking Sets; 8 Schools-in-a-Box; 41 Recreation Kits; 5 vaccine cold boxes; 20 collapsible water tanks (1,500 liter capacity); 5 collapsible water tanks (50,000 liter capacity); 400 safety boxes for used syringes; 500 ice packs and 60 boxes of Oral Rehydration Salts and 10 boxes of syringes (0.5ml).",0
23733,train,A typhoid outbreak is reported in Dushanbe.,0
23739,test,"The health situation is described as worrying with many people suffering from malaria, fever chills and diarrhoea.",1
23763,train,"The risk of outbreaks of waterborne diseases remains high, since camps are surrounded by stagnant polluted water, and sanitation conditions are bad.",1
23777,train,"In addition to one confirmed case, there are six suspected cases of cholera in the hosptial in Mingora.",1
23781,train,"This includes 5 000 chlorine disinfection tablets, drinking-water treatment units and mobile toilets.",0
23790,train,"Fortunately, so far there has been no reporting of intestinal (due to consumption of infected meat) or pulmonary inhalation anthrax.",0
23792,train,"Other Activities: Johnson & Johnson today delivered an extensive donation of Levaquin, a quinolone antibiotic that according to many is the drug of choice for acute exacerbations of chronic bronchitis and also community acquired pneumonia - conditions anticipated in tsunami-affected areas.",0
23829,test,"Paris, France | AFP | Wednesday 4/22/2015 - 17:00 GMT An experimental drug saved the lives of monkeys infected with the Ebola virus strain responsible for the current west African outbreak, according to test results published Wednesday.",0
23831,train,"Cold weather, and the crowding which results, is associated with more opportunities for person-to-person transmission of respiratory pathogens. Critical supplies include antibiotics, analgesics, personal care items and feminine hygience products, anti-malarials, vitamins and nutritional supplements, cold and cough medicines, disposable gloves, burn creams, antithelmics, wound care supplies, vaccines oral rehydration solution, and sutures and surgical supplies. Coastline Trains Back on Track Soon: Trains will be back on track between Colombo and Matara in early March but will be subject to delays until a new signaling system is installed according to the local Sunday Observer. I have my basic tools but once I get a compressor, and a few more items I can employ two more people.",0
23835,train,"In addition to the at least 350 dead and uncounted numbers of injured, hundred-year-old trees have been uprooted, powerlines brought down everywhere, billboards collapsed, and houses demolished.",1
23851,train,"There is a risk of cholera outbreak in these communities due to poor sanitation and unclean drinking water sources, and one confirmed case has been reported.",1
23860,train,"The public health professionals will be working to assist victims of the December 26, 2004, earthquake and tsunami through disease surveillance, health care and restoring water and sanitation.",0
23864,train,"There is a lack of dinking water, food and drugs.",0
23865,train,** 32 UK-funded pickup trucks to assist efforts to defeat Ebola in Sierra Leone have been loaded aboard the Royal Fleet Auxiliary ship Argus during a planned stop at a British Naval Base in Gibraltar.,0
23898,validation,"This team will visit evacuation centers together with doctors from Fukushima Medical University and will examine disaster victims using ultrasonography to check for blood vessel abnormalities such as blood clots, etc as well as give advice on how to reduce the incidence of economy-class syndrome.",0
23903,train,"Medical services, psychological support particularly for post-traumatic distress disorder (PTSD), sanitation and preventing the spread of contagious illnesses including influenza and legionella among evacuees remain high priorities.",0
23909,test,"The health of the refugees is of particular concern to us, since the fumes spewed out, with the ash from the volcano, are sulfuric in content and could cause acute respiratory tract infections. It is this contaminated water that has raised fears of more waterborne disease outbreaks. By March 2003, the cereal pipeline will break affecting food aid distribution around the country without further urgent donor contributions. A joint taskforce consisting of 3 FACT members, 1 RDRT member and key National Society staff members was created to coordinate and support the Red Cross assistance to the most vulnerable . UNICEF is working with the local education authorities to finalise the distribution plan for education supplies expected to arrive in the coming days, including tents to serve as temporary learning facilities. The government is bolstering its electoral strategy ahead of the 2015 or 2020 presidential polls.",0
23923,train,"Since the start of the ebola virus outbreak, Turkey has been extending its support and assistance for the struggle against the epidemic through bilateral and multilateral channels.",0
23929,test,"Suffering from acute appendicitis, a man requires immediate medical attention, available only in Muzaffarabad where a string of field hospitals have been established.",0
23931,train,"In the 36 square meter room with wooden walls, a metal roof, an open kitchen and two makeshift beds, Ibu Aja Cut, for the first time since the disaster, sees ray of hope.",0
23932,train,"OCHA is prepared to serve as a channel for cash contributions to be used for immediate relief assisstance, in coordination with relavent organizations in the United Nations system.",0
23939,test,"Six medical doctors participated in overseas training on most recent practices in reproductive health including essential obstetric care, management of complications in deliveries, various contraceptive methods, family planning counselling, prevention and treatment of reproductive tract infections as well as sexually transmitted infections.",0
23940,train,"The frightening situation of worldwide TB became even worse in 2006 with the detection of extensively drug resistant tuberculosis (XDR TB), a strain that is resistant to both first-line antibiotics and to two classes of second-line drugs.",1
23956,train,"Statements by Medecins Sans Frontieres (MSF) speak of thousands of people in need of postoperative, physical and mental health care.",0
23958,validation,"Even before the cyclone, the weak health system and pervasiveness of fake drugs in Myanmar were seen as potential triggers for drug-resistant tuberculosis.",0
23973,train,"The Chinese medical team that has been providing assistance in quake-stricken Nepal is highly efficient in conducting operations, Valerie Amo, UN under-secretary-general for humanitarian affairs and emergency relief coordinator, said on Saturday.",0
23993,train,"One patient with acute kidney injury, probably caused by profound diarrhoea-related dehydration, improved following the administration of approximately 5 litres of intravenous crystalloid fluids per day for 3 days.",1
23997,train,"A third UNICEF allocation of $300,000 is being used to strengthen nutritional screening and treat acute malnutrition in 16 municipalities.",0
24004,train,Diseases and infections are increasing due to the deteriorating sanitary conditions in Ifo.,1
24005,train,** MSF has proposed a preventive strategy that includes a cholera vaccination campaign and a pentavalent pneumococcal vaccination campaign.,0
24010,train,"Furthermore, a 150 kilovolt-ampere generator has been installed in the hospital, and with the ICRC supplying 100 litres of fuel every day the facility can meet its own energy needs and is able to provide round-the-clock service.",0
24028,validation,"Emerging viral diseases such as ebola, marburg hemorrhagic fever and nipah virus pose threats to global public health security and also require containment at their source due to their acute nature and resulting illness and mortality,'' said a summarised version of the 2007 World Health report due to be released in Geneva tomorrow. These include household kits and shelter tool kits as many in Nepal have lost their homes. Unhealthy rivalry, political realignments and violent electioneering campaigns by political parties are adding to existing tensions. Most displaced families are living in crowded, unsanitary conditions, and most persons are consuming unboiled river water. The UN agency is supplying veterinary products to 20,000 beneficiaries chronically affected by food insecurity. The international aid agency will now scale up its work with the aim of reaching 10,000 people with shelter, medical supplies, food rations, emergency lighting, blankets and women's hygiene products. This is a vital step in ensuring respect for human rights and strengthening democracy. The ordinary people of Afghanistan had no hand in the appalling events of September 11th., and their government has no democratic mandate. On this occasion, Steering Committee of Vietnam Red Cross dicided to provide 500 houshold packages ( 1000 blankets, 500 mosquito nets, 500 cook kits, 500 of 40 liter water tanks, 500 of 10 liter water tanks and 500 water bowls.). The main delivery problem in Bengkulu city is damage to the reticulation system that has led to significant freshwater loss. Main sewage pumping station and central sewage pumping station are in working condition. Moreover, a 1-billion-THB emergency budget has been set aside by the BMA in order to be spent on improving the drainage system and dredging canals in the capital. In South Africa, the Protection of State Information Bill, known as the ""secrecy bill,"" remains a major concern in light of its restrictions on freedom of expression and the media, and democratic accountability. Peat consists of dense organic materials accumulated in lowland areas for 7,000 years or more and may be as much as 7 meters deep. Children in some parts of the country are dangerously malnourished. Planning and contracting for the distribution of rainwater harvesting tanks has been finalized for the delivery of 2,500 tanks to 18 atolls. Pyongyang, August 10 (KCNA) -- Kaechon-Joyang railway section in South Phyongan Province of the DPRK has been rehabilitated from flood damage in a short span of time, fully displaying the great army-people unity. After rescuers, armed with shovels, pulled bodies from collapsed buildings and mud, they placed them in makeshift morgues set up in the capital. [2] If say, scientists and engineers were able to apportion responsibility between natural phenomenon and governmental action or inaction - a failure to protect, if you will - to what extent could relevant authorities be held legally accountable?. UNICEF and partners have also installed water bladders in Jacobabad, with additional bladders due to arrive shortly across flood-hit areas of Sindh. WE are living in a nuclear state which has developed ballistic missiles, cruise missiles, trainer/fighter aircraft, tanks and armed drones. ZIMBABWE - While drought has devastated crops in many areas, Zimbabwe's overall production was also hampered by insufficient agricultural inputs and by the country's crumbling irrigation system. Mr. Nakao reinforced Mr. Mahat's views by adding that Nepal has been implementing sound macroeconomic policies, structural reforms, investment in health and education, together with the efforts to enact a new democratic constitution, and it is disheartening to see this devastation. In Bangladesh, people began taking their livestock to higher ground at first sight of the rising waters, and built dams with water hyacinths to surround their houses - preventing, or at least lessening, the water entering their homes. One initially afebrile patient (2G), with clinical symptoms consistent with appendicitis or pelvic inflammatory disease, received care at two clinics and was hospitalized at a third facility for 7 days before being transferred to an ETU. Sweaters for women and children and hygiene kits comprising of soap, washing detergent, towels, candles, matchboxes etc were distributed. Military units from the Russian base in Kulob took part in the rescue operation and offered armored vehicles to help transport victims to safer areas. Livestock, crops, rural and urban housing, roads, river and canal embankments, and other infrastructure suffered extensive damage, as vast areas of land were submerged. Finally, one million francs (plus 5 million contributed by the Swiss Red Cross and Swiss Solidarity) was used mainly to rehabilitate Banda Aceh's main water purification station and three sub-stations in the city of Banda Aceh and Aceh Besar district. The 12 illnesses covered are: malignant tumors (including leukemia); organ and stem cell transplant; acute kidney failure; aplastic anemia; benign brain tumors; acute hepatitis; sequelae of cerebritis or meningitis; infantile paralysis; serious juvenile rheumatoid arthritis; serious Kawasaki disease; Myasthenia Gravis; and insulin-dependent diabetes mellitus. With two years until the deadline for the Millennium Development Goals, World Vision is using UNICEF's report as well as their own, to urge governments to finish the job and take every step possible to close the health gap in their countries. The hot mud began bubbling up from deep underground in late May after exploratory drilling at the site by local gas firm PT Lapindo Brantas. Over 70 per cent of households reported inadequate access to clean water because of damage to rainwater collection systems and saltwater contamination of ponds. This grant will build on an established agri-business skills training programme which educates and assists farmers and communities in sustainable farming practices. Nevertheless, with the Toktogul reservoir low and limited potential to significantly increase thermal generation, there will be shortages.",0
24037,train,"With broad bipartisan support, Congress created the GSP program to expand the American consumer's choices while creating economic opportunities in developing countries. Tornadoes are violently rotating storms of small diameter produced in a severe thunderstorm. 21,208 sheets of corrugated iron roofing were provided for temporary shelter and repairs to damaged houses. Every minute the floodwaters climbed one flight of stairs. The Development agenda has benefited from the formidable political traction of The Millennium Development Goals. So you see there's lots of earthwork that needs doing . Although medical relief agencies are often first on the scene when emergencies occur, the PQMD data show that at least 80% of their work is devoted to long-term, sustainable projects to improve quality health care in developing nations and eliminate specific diseases as threats to public health. In addition, there are plans to vaccinate 30 million women against cervical cancer. He said that the full framework for the protection of civilians must be implemented simultaneously, and that peacekeepers should not be considered long-term peacebuilders, as peacebuilding was a national challenge that entailed national ownership and responsibility. Yet the Burmese military junta, fearing that contact between their isolated people and the outside world would expose its tyrannical rule and threaten it grip on power, is still refusing to allow in UN officials and relief workers from NGOs who come to help the Burmese people from all over the world. On 8 December, unidentified gunmen attacked the money changers' market in North Mogadishu and stole an unknown amount of money. As the 18th Air Force's hub for global operations, members of the 618th TACC plan, schedule and direct a fleet of nearly 1,300 mobility aircraft in support of strategic airlift, air refueling and aeromedical evacuation operations around the world. Power was resumed in Pingtang in the southwestern Guizhou Province after workers restored a 110 kilovolt power line in the county early on Wednesday, 33 hours earlier than expected. The exceptional heavy rains, reported to be the highest in several decades in the Democratic People's Republic of Korea, arrived when the 2007 main (summer) season cereal crops, mostly rice and maize, were at the critical development stage. Officials say heavy rains are likely to continue and spread flooding to other areas as the government began to warn residents where more flooding is likely to occur. The increase of diarrhoeas affecting people shows that water quality is worsening: pollutant concentration increases as water quantity drops, and contamination increases by overuse of those water points by both animal and human populations. Will there be sanctions also against the countries smuggling arms into Afghanistan?""",0
24038,validation,"Over 3,400 persons are homeless and major cases of conjunctiva and diarrhoea have been reported.",1
24047,train,"The Government has requested international assistance in the response to the disaster, with particular importance placed on the need search and rescue capacity, medical teams, supplies and tenting for hospitals, heavy equipment for rubble removal and helicopters for transport and access to blocked areas.",0
24051,train,"I urge everyone to support the NGOs' fundraising campaigns. No problems have been reported at the common spent fuel pool. River barriers that North Korean authorities built to help irrigate crops affected by a recent drought may have contributed to the destruction caused by floods in certain parts of the country, sources inside the isolated nation said. Prime Minister inspects damage to embankment of Pyidawtha-Yegyanbyin railroad section. Support to national health structures in undertaking mass measles immunisation campaigns is being accelerated. The widespread addition of iodine to salt has almost eliminated goitre and other iodine deficiency symptoms in many countries. Not all survivors of the virus, which has been rampant in Guinea, Liberia and Sierra Leone since earlier this year and killed some 70 percent of patients, suffer the symptoms, the extremes of which include amenorrhea (the absence of menstruation) and erectile dysfunction. Relief workers were especially concerned that marooned villagers were being forced to drink contaminated floodwater, thus exacerbating the risk of water-borne disease, especially among children and the elderly. We are particularly worried about Somalia right now and it is vital that we reach those at the epicentre of the famine with food assistance  -  especially the highly fortified nutritious products that are so important for vulnerable children. OCHA is prepared to serve as a channel for cash contributions to be used for immediate relief assisstance, in coordination with relavent organizations in the United Nations system. Sudan's health ministry is distributing chlorine to sterilise water, repairing latrines and spraying insecticides to try to stop the spread of cholera and malaria after the worst floods in living memory. Despite these moves towards more permanent arrangements, a large number of displaced people remain camped in public buildings and tented accommodation. An FAO/WFP Crop and Food Supply Assessment Mission visited Zimbabwe from 25 April to 11 May 2001 to estimate the production of the main season cereal and pulse crops, forecast the 2001/02 winter season production and assess food import requirements. Terrorist attacks or flare up of violence are considered possible especially in the view of winter coming and during Ramadan which usually shows an increase of such activities by extremist militants. It has been set up with the purpose of choosing Afghanistan's first freely elected government in twenty-three years. In efforts aimed at finding a lasting solution to the problem that has become recurrent, Katima Mulilo mayor, Charles Matengu said the council is looking at sourcing a standby generator in order to avert a similar situation in future. The club is distributing bottled water, dry food (peanuts, roasted gram, rice, jaggery), food, clothes, and tarpaulins. Our patients continued to be mostly women and children suffering from dehydration, presumed malaria, respiratory infections, dysentery, diarrhea rashes and injuries. The classic problem of providing assistance to war criminals or 'genocidaires' who found themselves among the hundreds of thousands of refugees in camps in Eastern Zaire and Tanzania would not have emerged if UNHCR and states had implemented the Refugee Convention and had separated (and prosecuted) these people from genuine refugees. Besides supplying the initial starter seed paddy and agro-chemicals, Wanigasuriya and his officers provide valuable advice on planting techniques, weed control and harvesting times. Now that the rainy period has started water is all over the place, but it is highly polluted. (b) Sierra Leonean refugees displaced in south-east Guinea continue to be repatriated to Freetown. The first two years' work involves dredging 67.5km of key channel systems and four retention basins, as well as repairing 42km of embankments, the report said. As we recognize the importance of the smooth management of refugee areas and improving their capabilities, we will stock adequate emergency supplies and install solar power generators which will allow us to secure energy at the time of a disaster.",0
24060,train,It has similar clinical manifestations but a much lower case-fatality rate; most of the 113 deaths reported have been in people with chronic health conditions.,1
24068,validation,"The programme also vaccinated children against pneumococcal diseases, administered oral rehydration salts to children with diarrhoea, dispensed chlorine for water treatment, and offered nutritional supplements and regular free follow-up visits from a health worker.",0
24073,train,"The most common illnesses following this disaster are respiratory infections, diarrhea, malaria dengue, skin infections and in rare cases, outbreaks of potentially deadly diseases like measles and cholera.",1
24081,train,"In the last one year ADEPT, in collaboration with Aravind Eye Hospital and the District Blindness Control Society, has been conducting eye camps in the Tsunami affected villages to identify the elderly with cataracts, school children with refractive errors, and diabetic retinopathy.",0
24097,train,"Diarrhea, malaria, respiratory infections, viral encephalitis, and skin problems have already become problematic.",1
24115,train,Blood smears are taken from all suspected malaria cases in the field and examined at PHC/CHC level for malarial parasites.,0
24131,train,"The future requirements from AIIMS could be in assessing and implementing the health care; 1) chest infections, fever, tuberculosis 2) Adult starvation and childhood malnutrition 3) psychiatric illness 4) Environmental sanitation, Hygiene and drinking water needs.",0
24139,test,"As the WHO noted in times of severe flooding, epidemics of water-borne illnesses, such as cholera and shigella dysentery, have been fairly uncommon.",1
24144,train,"CRS will purchase and distribute relief items and emergency shelter materials, distribute 1,500 metric tons of Title II emergency food assistance and undertake trauma counseling for three months.",0
24145,train,UNICEF will provide Td (tetanus diphtheria) vaccine.,0
24153,train,"The recue work is still being done using manual equipment. India, which governs the archipelago, is reportedly planning to put a cap on the number of mainlanders sailing to the Andamans in search of work in a bid to prevent chaos on its 36 inhabited islands, home to 356,000 people according to a 2001 national census. The partnership launch will be hosted by the Center for Strategic and International Studies (CSIS), a leading think tank and convener that provides strategic insights and bipartisan policy solutions to help decision-makers chart a course toward a better world. While progress had been made, he continued to call on Palestinians to end incitement against Israel, and reiterate that America did not accept the legitimacy of continued Israeli settlements. The following table summarises the joint logistic operations from both Quelimane and Beira. Up to 330 mm (13 inches) of rain had pounded Nghe An province, 300 km (186 miles) south of Hanoi, since Wednesday, halting traffic, while landslides had eroded many sections of the north-south Ho Chi Minh highway in Thua Thien-Hue province. 1.3 WFP is supporting a WHO supplementary feeding programme and health education campaign for the prevention of liver cirrhosis in Gulran district of Herat province. Habitat for Humanity International is a nonprofit, ecumenical Christian housing ministry that seeks to eliminate poverty housing and homelessness from the world, and to make decent shelter a matter of conscience and action. It is caused by a potent toxin found in a common bacteria, and people generally contract it when their wounds come in contact with contaminated soil. In a region where drought is endemic and smallholder agriculture and pastoralism are primary sources of income, problems of food scarcity, lost livelihoods and assets, and the perpetual threat of similar future crises need attention as well.The health team has discovered the following cases which need urgent attention -fever, cough, breathing problems, diarrhea, viral conjunctivitis and otitis media. Both countries criminalize homosexuality. Many times catastrophic flood causing huge sand deposition in cropped areas and making soil unsuitable for crop production. Also welcome was the relocation of the Special Envoy's Office to the premises of the United Nations Office for West Africa (UNOWA) in Dakar, Senegal, in order to fully and directly anchor the Strategy's implementation in the region and maximize synergies with the relevant entities of the United Nations system. The U.S. Government has funded construction and maintenance of multi-purpose flood and cyclone shelters throughout the country as well as wave protection walls and earthen embankments to reduce flood damage. A field laboratory established at Bhuj with facilities for testing chlorine in water, growth of coliform bacteria in water and slides for malaria. * Cases of malaria could increase in after flooding due to mosquito breeding if stagnating salty water is turned brackish by heavy rains or fresh water from other sources. Distribution of 257,040 supplemental meals begins Children under age five, and expectant and breastfeeding mothers in need of nutritional stabilization were the first to receive nutrient-rich XANGO meal pack porridge as part of an AmeriCares-supported supplemental feeding program in Somalia. * Reduce vitamin A and Iron deficiencies via preventing of roundworm, hookworm and bilhariza infections through improved hygiene practices and sanitation facilities (beneficiaries 50,000 rural families). New French President Francois Hollande says he wants to renegotiate the European Union's fiscal pact in order to complement its austerity rules with more targeted investment in jobs and growth. Inside were 'appolo', small plastic bags filled with iced fruit juices, which he sells for a few CFA francs each. The day-to-day experience of having to walk to get water makes you see clean water pouring out of the faucet as an amazing thing. ""Malnourished children and adults are very susceptible to infectious disease and face an even greater risk of contracting deadly diarrheal diseases from unclean water,"" said AmeriCares Medical Director Dr. Frank Bia. The result is that in Aceh province many prefabricated shelters are now unhealthy, while a large number of survivors continue to live in them. Once we succeeded in retrieving our passports from the airport, (it was so cold that the official who issued our visas had to blow on the rubber stamp so the ink would stick), getting our exit visas (a procedure we started the following day) was a snap. This Army Health Support Company is essentially a self-contained emergency treatment facility that is easily transportable and quick to set up.",1
24162,train,"We know of Karachi as there are already five positive cases reported from the city this year,"" said Nima Saeed Abid, WHO representative and acting in-charge of the health organisation in Pakistan.",0
24164,train,A recent resurgence of poliomyelitis in Tajikistan is attributed in part to the failure to keep vaccines refrigerated during electricity outages.,0
24198,validation,"It has found 80 cases of serious malnutrition among under-fives, recorded an increase in the number of anaemic mothers and a growth in scurvy and beriberi, conditions caused by vitamin C and B deficiencies.",1
24215,train,"Its areas of focus include housing design and construction, institutional construction management, village planning, natural hazard mitigation, water supply and sanitation, and improved indoor living conditions for the most disadvantaged members of society.",0
24216,train,"The DPRK Flash Appeal for USD 14.1 million is now 79 per cent funded, with a further USD 1.1 million in unconfirmed pledges.",0
24243,train,"While the focus is to save lives and fight diseases, it is also important to address underlying risks, such as solid and liquid waste, industrial chemicals, sewage treatment and the salinization of drinking water. WHO and UNICEF have reported that their efforts to combat polio appear to have resulted in its eradication in the northern, western and eastern provinces. Six people drowned overnight in Assam state as they tried to escape gushing floodwaters in bamboo rafts, state relief and rehabilitation minister Bhumidhar Barman said. We think that evaluation of the situation in the IDP barracks could be a next step to implement because there seems to be reduced focus on this problem -- we already visited one IDP barracks camp and found many cases of scabies, some cutaneaous mycosis and skin allergy. Family consumption habits have changed, and in many cases been reduced to two meals per day. ""There were already poor water and sanitation facilities and now there is a high risk of water and foodborne diseases,"" says Dr Vickneswaran Sabaratnam, WHO's Consultant Epidemiologist who recently visited Abe Barak. ""The government had given [over $215,490, or 20,000,000 Kenyan shillings] for the purchase of biometric registration equipment in order for us to be able to vet and register the refugees,"" said Ojode. A high population growth rate, dwindling farm size, unjust patterns of land tenure, inefficient farming techniques, deforestation, and degraded soils all contribute to chronic disaster. The water at the creek is not sufficient to cater for drinking and cooking purposes at the care center. Prices are expected to decrease further when the rainfed sorghum harvest enters the market. As the tsunami hit in the Maha (wet) season, paddy was the hardest hit mono-crop, next to fruits and vegetables grown in homegardens. As 50-75% of piped water is lost through leaking pipes, lack of taps, misuse etc., UNICEF will launch an awareness campaign through the mass media. I know that my mum couldn't survive after two months,' said Maung Htwe, 18, as he cooked rice for the rest of the family in the shack they cobbled together from storm debris. Angolan authorities have found the presumed wreck of a twin- engine Cessna aircraft that disappeared two weeks ago with its two crewmen, the director of the national civil aviation authority told Lusa on Friday. Up to 2,400 people are provided with water at 20 x 3,000 litre static water tanks placed in strategic positions along national roads. However, tetanus boosters may be indicated for previously vaccinated people who sustain open wounds or for other injured people depending on their tetanus immunization history. 44-gallon drums for latrine construction. Post-disaster communicable illness is expected to rise as a result of the high degree of displacement. Reports from the Red Cross mobile medical units (MMU) in different districts in Assam also show an increase in the incidence of gastrointestinal ailments, diarrhoea, fever, anaemia and vitamin deficiency.Typically they carry medical supplies, food rations, electrical generating equipment, relief workers, including doctors and sanitation experts, machinery, and shelter building materials. At the most flooded camp, Ifo, refugees had to carry what remained of their meagre belongings through the water to temporary shelters on higher ground 20 km (12 miles) away. Two of the smugglers were found to have tortured the detainees with an electrical cable and iron chain."". He said all camp families were being issued with further equipment, including additional corrugated galvanised iron sheeting, or winter tents, blankets and quilts. The rains will also affect the population at large, making roads impassable due to mudslides and flooding, and cutting off some areas from humanitarian assistance and basic services. Irrigation systems are needed to grow more food and fight poverty and hunger, but they can serve as breeding sites for mosquitoes that transmit malaria. Through weekly coordination meetings, chaired by the Commissioner for Disaster Preparedness, Relief and Rehabilitation, the authorities aim to ensure a coherent, effective and well-targeted emergency relief operation, extending into the subsequent rehabilitation phase. He plans to use the money from UNDP's Social Safety Net programme to buy a welding machine so that in addition to his regular work as a mechanic-driver, he can fix gates, coal pots and other metal goods. Several pastoral tribes occupy the southern part of the region -- routinely hit by drought -- and rely on land for animal grazing. Among these, are four infrastructure grants to help lay the foundation and preparation for the renovation of feeder roads and the rehabilitation of a man-made lake for irrigation purposes. A priority need is to ensure clean water and adequate sanitary conditions. For more information, or to read the complete speeches made by the women peace leaders to Security Council Members, visit www.unifem.undp.org. OCHA is ready to serve as a channel for unearmarked contributions towards the activities of the Appeal, which will then be allocated by the UNDMT in accordance with agreed priorities. IOM plans to help some 40,000 people displaced by the quake to make informed decisions to voluntarily return home between April 1st and October 31st. Some 500,000 people were evacuated because of the storm and 28 people died from landslides, a capsized boat and illness. These rains disrupted harvesting patterns for all crops; accentuated seed drop in teff; slowed the rate of desiccation of later sown grains prior to threshing; increased spoilage in stacks of harvested cereals; caused some germination in standing crops of wheat and sorghum; and increased the likelihood of fungal attacks in both standing and stored grains, particularly pulses. 3 - 132 kV abcb and 1 220 kV SF6 circuit breakers had failed porcelain insulators. Project Outputs: To rehabilitate eight primary schools, including classrooms, teacher housing and bathroom facilities, to government standards. * to build up household coping mechanisms * to rebuild destroyed community assets * to strengthen the capacity and structure of the Orissa State Red Cross Branch. Of this, international assistance will be required for 2 million tons in the form of rice loans, grants, concessionary imports and targeted food aid. The project will also respond to basic requests by affected farmers such as gypsum and organic fertilizers for soil reclamation, and seedlings for coconut, oil palm and fruit trees. Nitin Bilolikar, medical superintendent of Civil Hospital, Pune, concurred that groundwater contamination was a serious worry. Different cluster partners (UNICEF, IFRC, Canadian DART Team, DFID, WHO, Oxfam, Pakistan Hikers Association, etc.) have delivered the following material: 20,000 jerry cans and 5 tanks (11 cubic meters) for 60,000 people have been delivered to Muzaffarabad, in addition to two mobile treatment plants, 80 latrine slabs and plastic sheeting for latrine construction for 1,600 people. The IRC will work with local groups to implement projects that include drilling and improving wells, constructing and repairing irrigation systems and distributing farming supplies. The analysis in the Science paper, based on early data from Mexico, also appears to indicate that this influenza A(H1N1) outbreak is somewhat different from seasonal influenza outbreaks. A shortage of rainfall means that more water evaporates from drought affected areas. Twenty per cent of those who develop chronic liver disease go into more advanced diseases like cancer. ""First we hydrate intravenously or with oral rehydration salts, then we administer antibiotics and parasitic drugs."". Human and financial resource mobilization continues to be sought from WHO's partners, UN agencies, and other stakeholders. UNDP has arranged the preparation of 200,000 Urea Molasses Blocks (UMB) to supplement the poor grazing and crop residue feeding of 30,000 breeding sheep and goats in the hard hit areas of Balochistan province. Meanwhile the construction of four units of prefabs (for a health clinic) in Gle Putoh, Lamno is ongoing. The foundation provided each family with a compost bin and taught the women how to store all the biodegradable material in the bin. BEIJING, Jul 17, 2006 (Xinhua via COMTEX) -- At least 14 people were confirmed dead when a swelling river flooded a colliery in central China's Hunan Province Saturday, bringing the country's death toll of the tropical storm Bilis to 170. These crowded living conditions highlight the ongoing medical emergency in the capital. As for the reconstruction of homes (with solar-powered lights and latrines with biogas digesters) and the provision of livelihood opportunities, this project seeks to replace the broken track that has derailed the victims' lives and to empower them in moving forward."". MRCS volunteer groups are now providing chlorine at water points in some parts of the city where people are using open wells or boreholes which have become polluted with surface runoff. From a spacious, well-stocked, well-supplied kitchen with a paid employee to cramped quarters without cupboards and just two single-burner gas stoves, the couple is starting all over again. From rainwater catchment systems to micro-dams, we don't keep digging wells in areas where they keep failing - we find a water solution to fit. Tonkolili, one of the most economically productive parts of Sierra Leone, has seen a relatively small proportion of the country's Ebola infections but is experiencing a continued spread which threatens its farming and mining industries. A maternal mortality rate of 880 per 100,000 live births reflects this critical state of affairs. On January 10, the Ministry of Health (MOH) reported new cases of diarrheas, ARIs and viral fevers but said their numbers continue to be within expected range with no upward trend. Vice Minister of Public Security Huang Ming, who arrived in the quake-hit area on Sunday, ordered the police to ensure the safety of roads leading to and from the affected area and strengthen traffic diversion programs throughout the area. Since the beginning of October, FAO through its implementing partner OISCA, has distributed nearly 100 tonnes of rice seeds, over 230 tonnes of NPK fertilizers, and approximately 400 tonnes of urea fertilizer in Bantul and Klaten to more than 130 farmer groups (more than 10,000 faming household beneficiaries). Mercy Corps visited Masohi village of in Central Maluku district to socialize some guidelines on economic empowerment programme to local cooperating partners. Pungent smell from open sewer, clogged drains, filthy water and broken roads have all together made it virtually impossible for a quick return,"" he said.",0
24251,train,"The WFP chartered-vessel will serve as a floating warehouse off of the WEST COAST of Aceh, with landing craft ferrying food to the shore.. Future taskings along this coast may be coordinated by WFP.. TNI chartered a vessel for loading UNDP tents at KUALA LUMPUR, Monday (17/11/05).. OXFAM water equipment (550 cbm) is to be ferried across to MEDAN on the same vessel.. Belgian aid agency, B-FAST (350 cbm), may take the same route.",0
24261,train,"In response, AmeriCares disaster relief includes antibiotics to help treat infections spread by polluted floodwaters and medical supplies to help people with flood-related injuries.",1
24268,validation,"SATLAK PBP (19 Oct) reported that health post, watsan facilities and public kitchen have not been established in the evacuation spots.",0
